Id,Type,Name,Mean,StdDev,CR.,Races,Last,Bike,Series,Venue
43,Rider,Kenny Noyes,27.54028333980005,0.8454329481214565,25.00398449543568,67,2014-09-27,TSR [2014],Moto2,
44,Bike,Promo Harris [2010],23.262548780476664,1.0960199267284045,19.97448900029145,33,2010-11-06,,Moto2,
45,Rider,Axel Pons,28.27573962288764,0.7180208803441465,26.121676981855202,239,2017-11-11,Kalex [2017],Moto2,
46,Rider,Héctor Faubel,27.531153355031883,1.09497666708372,24.24622335378072,33,2010-11-06,Suter [2010],Moto2,
47,Rider,Vladimir Ivanov,22.523127266192727,1.158167152500843,19.048625808690197,29,2010-11-06,Moriwaki [2010],Moto2,
48,Rider,Joan Olivé,23.86394178493146,1.0197896081272635,20.80457296054967,40,2011-11-05,FTR [2011],Moto2,
49,Rider,Vladimir Leonov,19.8980229653638,1.6441931222499782,14.965443598613867,14,2010-07-17,Suter [2010],Moto2,
50,Rider,Robertino Pietri,22.651668132241777,0.8485867724205336,20.105907814980178,67,2011-11-05,Suter [2011],Moto2,
51,Rider,Mashel Al Naimi,17.730146596360413,0.8781089772513471,15.095819664606372,65,2014-03-22,Speed Up [2014],Moto2,
52,Rider,Anthony Delhalle,18.60404012333559,2.408313785912943,11.379098765596762,6,2010-06-19,BQR [2010],Moto2,
53,Rider,Anthony West,26.566874015559367,0.7219997709995091,24.40087470256084,196,2016-08-20,Suter [2016],Moto2,
54,Bike,MZ [2010],26.29547322177415,1.0823207814150029,23.04851087752914,33,2010-11-06,,Moto2,
55,Rider,Yannick Guerra,16.99803415972607,1.245519672817016,13.261475141275024,27,2010-11-06,Moriwaki [2010],Moto2,
56,Rider,Bernat Martinez,22.436367546136726,1.617324526259907,17.584393967357006,14,2010-07-03,Bimota [2010],Moto2,
57,Rider,Amadeo Lladós,21.18819539031118,3.760354114132478,9.907133047913746,2,2010-05-01,AJR [2010],Moto2,
58,Bike,AJR [2010],27.147815883714586,2.9428111994189745,18.319382285457664,4,2010-11-06,,Moto2,
59,Rider,Iván Moreno,22.605051232885845,2.3432799394671453,15.575211414484409,6,2011-10-22,Suter [2011],Moto2,
60,Rider,Xavier Simeon,29.2236311954061,0.717054157096284,27.072468724117247,245,2017-11-11,Kalex [2017],Moto2,
61,Rider,Kevin Coghlan,26.081201350476494,1.5053413464423695,21.565177311149384,16,2011-06-24,FTR [2011],Moto2,
62,Rider,Carmelo Morales,24.61216517769652,1.3990139621835038,20.41512329114601,19,2011-09-03,Suter [2011],Moto2,
63,Rider,Jordi Torres,31.798057036327926,0.749411142335423,29.549823609321656,114,2023-04-01,Kalex [2023],Moto2,
64,Rider,Ricard Cardús,27.574705471475294,0.7230879861098789,25.405441513145657,175,2017-11-11,Kalex [2017],Moto2,
65,Rider,Daniel Rivas,23.171762306659964,1.7978233925859617,17.77829212890208,11,2013-08-24,Kalex [2013],Moto2,
66,Rider,Yusuke Teshima,22.33869220710203,1.939013087046177,16.521652945963503,10,2010-10-02,TSR [2010],Moto2,
67,Rider,Damian Cudlin,28.68383647463018,2.3396224722096193,21.664969058001322,6,2012-07-07,Bimota [2012],Moto2,
68,Rider,Sascha Hommel,25.695519203586315,3.9794954705866643,13.757032791826322,2,2010-07-17,Kalex [2010],Moto2,
69,Bike,Kalex [2010],25.695519203586308,3.9794954705866643,13.757032791826315,2,2010-07-17,,Moto2,
70,Rider,Patrik Vostarek,22.039934106787303,3.533530734884827,11.439341902132822,2,2010-08-14,Suter [2010],Moto2,
71,Rider,Jason DiSalvo,24.202008475385878,3.514812845577029,13.657569938654792,2,2010-08-28,FTR [2010],Moto2,
72,Rider,Roger Lee Hayden,25.56731593879606,3.5064794456821633,15.04787760174957,2,2010-08-28,Moriwaki [2010],Moto2,
73,Rider,Ferruccio Lamborghini,21.001647402189136,1.9632666691680918,15.11184739468486,9,2010-11-06,Moriwaki [2010],Moto2,
74,Rider,Michael Ranseder,27.654993007976216,1.7954765760278024,22.26856327989281,11,2010-11-06,Suter [2010],Moto2,
75,Rider,Tatsuya Yamaguchi,24.054796229820393,3.5010877795656796,13.551532891123355,2,2010-09-04,Moriwaki [2010],Moto2,
76,Rider,Michele Pirro,33.40419776708067,1.0622600297223344,30.217417677913666,36,2011-11-05,Moriwaki [2011],Moto2,
77,Rider,Román Ramos,22.573539346187097,0.9766790414784834,19.643502221751646,46,2014-11-08,Speed Up [2014],Moto2,
78,Bike,Mir [2010],30.803347418674516,2.720225347862051,22.642671375088362,4,2010-11-06,,Moto2,
79,Rider,Santiago Hernández,23.52439155310158,1.0927972140807263,20.245999910859403,34,2011-11-05,FTR [2011],Moto2,
80,Rider,Kazuki Watanabe,21.522674059587278,2.0857772684559857,15.26534225421932,8,2010-10-16,Suter [2010],Moto2,
81,Bike,TSR [2010],22.50490707758984,3.7351401897914833,11.299486508215391,2,2010-10-02,,Moto2,
82,Rider,Hiromichi Kunikawa,15.366564131974561,2.2200754072368705,8.70633791026395,8,2010-11-06,Bimota [2010],Moto2,
