Id,Type,Name,Year,Debut,Entries,Mean,StdDev,AvgMean,AvgStdDev,Bike,Series
2,Rider,Toni Elías,2010,1,16,40.951178518401214,1.8203520377258176,40.077779371642336,3.4797856745640474,Moriwaki [2010],Moto2
2,Rider,Toni Elías,2012,0,13,34.71306769294812,1.3442593529763707,38.131071570175074,1.5623075175928314,Kalex [2012],Moto2
2,Rider,Toni Elías,2013,0,10,31.141970931741,1.1785048951386972,32.886011888683946,1.259486341861533,Kalex [2013],Moto2
1,Bike,Moriwaki [2010],2010,1,16,23.587811232788095,1.8568721115273146,24.05375896266761,3.420972177797088,,Moto2
4,Rider,Julián Simón,2010,1,16,39.02193351121165,1.8315025099088635,37.6619852715409,3.422993532000587,Suter [2010],Moto2
4,Rider,Julián Simón,2011,0,10,37.64672354135215,1.4409080346459102,38.56510061562239,1.624042929543956,Suter [2011],Moto2
4,Rider,Julián Simón,2012,0,17,35.23892861951471,1.1228877674714153,36.18499030387802,1.2717362309105573,Suter [2012],Moto2
4,Rider,Julián Simón,2013,0,17,32.43068383368801,0.9729791155522916,33.82957892597793,1.0463637649893445,Kalex [2013],Moto2
4,Rider,Julián Simón,2014,0,18,31.030268713815797,0.8845340115785475,31.68691024413361,0.9297058729137587,Kalex [2014],Moto2
4,Rider,Julián Simón,2015,0,17,30.495415885505697,0.8366715892934562,30.67739285312563,0.8625622054466421,Speed Up [2015],Moto2
4,Rider,Julián Simón,2016,0,16,30.492429523070616,0.8070662296886424,30.315769590185752,0.8243052945283796,Speed Up [2016],Moto2
3,Bike,RSV [2010],2010,1,2,27.882647349729282,5.4051599017060585,28.393241991206416,6.0298214442974425,,Moto2
6,Rider,Stefan Bradl,2010,1,15,31.657709044942695,1.811320768352843,30.497544937981615,3.433924627342553,Suter [2010],Moto2
6,Rider,Stefan Bradl,2011,0,17,32.56038533859475,1.3201520857646438,33.389712460865766,1.5612668074660503,Kalex [2011],Moto2
5,Bike,Suter [2010],2010,1,16,27.09797039698461,1.795452249065343,26.177012755946773,3.358652625700025,,Moto2
8,Rider,Alex de Angelis,2010,1,11,35.467588456143595,2.1267868025282435,33.03929080615297,3.7005681499636567,Motobi [2010],Moto2
8,Rider,Alex de Angelis,2011,0,17,36.48242883556955,1.341233847810239,35.41529025950514,1.6685533788731306,Motobi [2011],Moto2
8,Rider,Alex de Angelis,2012,0,16,35.939819920114104,1.093758629785911,36.49563622631397,1.2111539780738092,FTR [2012],Moto2
8,Rider,Alex de Angelis,2013,0,17,34.838320374871465,0.9591713031949369,35.140120424247854,1.0256533537070271,Speed Up [2013],Moto2
8,Rider,Alex de Angelis,2014,0,10,34.10308125393909,0.9152960815781019,34.518946258316376,0.9388818151230581,Suter [2014],Moto2
8,Rider,Alex de Angelis,2017,0,3,32.8690169213295,0.9017632296174871,33.337788061146455,0.9060412624743572,Kalex [2017],Moto2
7,Bike,Scot [2010],2010,1,8,20.330753343813782,2.6774743633724913,24.22716057551191,4.268709779238549,,Moto2
10,Rider,Yuki Takahashi,2010,1,16,29.266317895631413,1.7564669135757853,30.63971856312112,3.3819924354937534,Tech 3 [2010],Moto2
10,Rider,Yuki Takahashi,2011,0,17,34.23325237447208,1.2458503837424388,32.4081648820366,1.4758816046084242,Moriwaki [2011],Moto2
10,Rider,Yuki Takahashi,2012,0,17,31.941176967244278,1.0390197923998763,32.74398673392286,1.1382284412745534,FTR [2012],Moto2
10,Rider,Yuki Takahashi,2013,0,11,31.60325157591935,0.9684714254519412,31.618429916154255,1.004590541047055,Moriwaki [2013],Moto2
9,Bike,Tech 3 [2010],2010,1,16,27.027806518600087,1.7451854504449476,27.577792373765206,3.3512975370469915,,Moto2
11,Rider,Jules Cluzel,2010,1,16,32.129374424635586,1.7504755509606007,33.913787068992136,3.3507506702574603,Suter [2010],Moto2
11,Rider,Jules Cluzel,2011,0,17,30.867738484745395,1.2298845132893148,31.89493503004753,1.4630077660232719,Suter [2011],Moto2
12,Rider,Raffaele De Rosa,2010,1,16,24.709572176387287,1.7339450555869236,24.4812510523131,3.3211278099177797,Tech 3 [2010],Moto2
