Id,Type,Name,Year,Debut,Entries,Mean,StdDev,AvgMean,AvgStdDev,Bike,Series
2,Rider,Maverick Viñales,2012,1,15,33.85604054365359,1.9330352532595017,36.67353950958603,3.6562482313690943,FTR Honda [2012],Moto3
2,Rider,Maverick Viñales,2013,0,17,35.585328063255396,1.3620160906338337,35.274592635601934,1.6183533329317639,KTM [2013],Moto3
1,Bike,FTR Honda [2012],2012,1,17,26.576094265487974,1.7092949179385823,26.51828349132919,3.3116988734454402,,Moto3
3,Rider,Romano Fenati,2012,1,17,28.605035268288745,1.7117087078214228,30.37148409826391,3.392181647836205,FTR Honda [2012],Moto3
3,Rider,Romano Fenati,2013,0,16,28.847903128279604,1.231238668056624,28.488918776746328,1.4438255144164176,FTR Honda [2013],Moto3
3,Rider,Romano Fenati,2014,0,18,28.038333997069973,1.0273988245816357,28.94740009783385,1.129135541944869,KTM [2014],Moto3
3,Rider,Romano Fenati,2015,0,18,28.40037261214977,0.9158736876806862,28.487462301736382,0.9721428180536442,KTM RC 250 GP [2015],Moto3
3,Rider,Romano Fenati,2016,0,9,28.043302428255892,0.8898351527397514,28.339197161683494,0.9051361531688868,KTM RC 250 GP [2016],Moto3
3,Rider,Romano Fenati,2017,0,15,28.27614666014119,0.8528930990972925,28.18488949561092,0.8736017526960766,Honda NSF250RW [2017],Moto3
3,Rider,Romano Fenati,2019,0,16,25.998458370615474,0.8193661461754981,27.09090054121198,0.83849645638094,Honda NSF250RW [2019],Moto3
3,Rider,Romano Fenati,2020,0,15,25.60632395585568,0.8008293124887326,25.829457460892915,0.8140760844470045,Husqvarna FR 250 GP [2020],Moto3
3,Rider,Romano Fenati,2021,0,18,25.620364729790754,0.7840122955189368,25.745565095365563,0.7958204881850981,Husqvarna FR 250 GP [2021],Moto3
3,Rider,Romano Fenati,2023,0,12,24.567707696993583,0.7767141839473176,25.068677958751696,0.7831874049221645,Honda NSF250RW [2023],Moto3
5,Rider,Sandro Cortese,2012,1,17,39.65890221214856,1.9073765503179607,38.45638911019627,3.4643485228594035,KTM [2012],Moto3
4,Bike,KTM [2012],2012,1,17,28.933088525738885,1.749455500506919,28.269278215465523,3.321867397922781,,Moto3
7,Rider,Luis Salom,2012,1,17,32.56874211407926,1.770377171484551,34.018119824581944,3.368889953393109,Kalex KTM [2012],Moto3
7,Rider,Luis Salom,2013,0,17,33.71668470176611,1.3092583852810917,34.483561532881154,1.5270862082216983,KTM [2013],Moto3
6,Bike,Kalex KTM [2012],2012,1,17,27.691265645264526,1.7443005225753643,27.41902814928404,3.2952953517656285,,Moto3
9,Rider,Miguel Oliveira,2012,1,17,27.955496465339454,1.6998354258428592,26.09464452829149,3.2719015000432012,Suter Honda [2012],Moto3
9,Rider,Miguel Oliveira,2013,0,17,29.36856638604272,1.222961250116182,28.752853950369637,1.4354043720476446,Mahindra MGP3O [2013],Moto3
9,Rider,Miguel Oliveira,2014,0,17,29.113071911607758,1.017999249777844,29.492821221276177,1.1153286347754072,Mahindra MGP3O [2014],Moto3
9,Rider,Miguel Oliveira,2015,0,17,30.587742071943783,0.9290244857770729,29.60737283443919,0.9711783414156104,KTM RC 250 GP [2015],Moto3
8,Bike,Suter Honda [2012],2012,1,17,27.389570055653543,1.7089082328301672,27.105175500056717,3.309977599541361,,Moto3
10,Rider,Zulfahmi Khairuddin,2012,1,17,26.977476907929365,1.7097428284248013,28.230869894704878,3.284490214275879,KTM [2012],Moto3
10,Rider,Zulfahmi Khairuddin,2013,0,16,23.591766217948376,1.2386029395339966,25.501393781244722,1.4528103228544802,KTM [2013],Moto3
10,Rider,Zulfahmi Khairuddin,2014,0,18,22.02099161533002,1.0150852719561294,22.851242366689537,1.120902266488721,Honda [2014],Moto3
10,Rider,Zulfahmi Khairuddin,2015,0,18,21.075344808045756,0.9039620756544974,21.418703362139944,0.9590982005658899,KTM RC 250 GP [2015],Moto3
11,Rider,Arthur Sissis,2012,1,17,25.724968066669458,1.6900639075852502,25.535917964575933,3.2655050412102384,KTM [2012],Moto3
11,Rider,Arthur Sissis,2013,0,17,23.15823171245128,1.2113936548408863,24.677985996692495,1.4275184259415095,KTM [2013],Moto3
11,Rider,Arthur Sissis,2014,0,10,22.700748837584314,1.0812896172929445,22.849197401539655,1.1416334400709969,Mahindra MGP3O [2014],Moto3
12,Rider,Danny Kent,2012,1,17,30.04578007355291,1.7316073341060783,26.77869998037886,3.269708896427635,KTM [2012],Moto3
12,Rider,Danny Kent,2014,0,18,29.699508248166698,1.2025153432364863,29.556661474595842,1.4334160347654752,Husqvarna [2014],Moto3
12,Rider,Danny Kent,2015,0,18,29.944638588216655,1.0204060731028826,30.630233820832952,1.1144914934638404,Honda NSF250RW [2015],Moto3
13,Rider,Louis Rossi,2012,1,17,24.15956000133832,1.7001849819871928,25.135890025236403,3.2915162131810853,FTR Honda [2012],Moto3
14,Rider,Álex Rins,2012,1,17,30.031874554655115,1.7065678710917962,28.878759765552722,3.298963419801416,Suter Honda [2012],Moto3
14,Rider,Álex Rins,2013,0,17,32.84565156608073,1.2838835527533752,31.825908772469553,1.4762615824837508,KTM [2013],Moto3
14,Rider,Álex Rins,2014,0,18,32.0429958828457,1.0545580566879436,32.30572745581163,1.162385440412279,Honda [2014],Moto3
16,Rider,Alan Techer,2012,1,16,25.23177372243842,1.7270399866004191,26.408344687188787,3.3212949985792406,TSR Honda [2012],Moto3
16,Rider,Alan Techer,2013,0,15,24.947113354297578,1.2526012596370288,24.960695125049607,1.4629291479767106,TSR Honda [2013],Moto3
15,Bike,TSR Honda [2012],2012,1,17,23.170072552901154,1.6749616172498618,23.71829732890453,3.244857190578281,,Moto3
17,Rider,Héctor Faubel,2012,1,12,28.30962012692918,2.052838595184267,27.249247569230892,3.695953059530149,FTR Honda [2012],Moto3
18,Rider,Niklas Ajo,2012,1,15,22.730100218767156,1.7749216494211317,22.77755974260361,3.3536506985364922,KTM [2012],Moto3
18,Rider,Niklas Ajo,2013,0,17,20.596174339636015,1.2392712817097555,21.66782024477462,1.4784222833266378,KTM [2013],Moto3
18,Rider,Niklas Ajo,2014,0,17,20.799303971791446,1.0256476005806054,21.062917219096093,1.1276449684966032,Husqvarna [2014],Moto3
18,Rider,Niklas Ajo,2015,0,10,21.082742122820527,0.9615534976535144,20.97675128798054,0.9945909191515191,KTM RC 250 GP [2015],Moto3
19,Rider,Alberto Moncayo,2012,1,16,23.92935854374662,1.7444003509076489,26.03627363039269,3.3490428456907413,FTR Honda [2012],Moto3
20,Rider,Jakub Kornfeil,2012,1,17,27.696199181341594,1.6822822021342203,26.54287101453897,3.2529820119294466,FTR Honda [2012],Moto3
20,Rider,Jakub Kornfeil,2013,0,17,26.857399289281442,1.2113306203637861,27.21053090167061,1.425756256068832,Kalex KTM [2013],Moto3
20,Rider,Jakub Kornfeil,2014,0,18,26.106239990584836,1.0071872625040679,26.46106063028879,1.1052796729791863,KTM [2014],Moto3
20,Rider,Jakub Kornfeil,2015,0,18,25.81934348634186,0.901722863777669,25.674193425695556,0.9538478380198565,KTM RC 250 GP [2015],Moto3
20,Rider,Jakub Kornfeil,2016,0,18,25.057049843347656,0.8432234875398523,25.491878770039037,0.8743268364044973,Honda NSF250RW [2016],Moto3
20,Rider,Jakub Kornfeil,2017,0,15,25.07587568983802,0.8148523770492775,24.995766669152662,0.8319878915930844,Peugeot MGP3O [2017],Moto3
20,Rider,Jakub Kornfeil,2018,0,18,25.016141295987918,0.789477340278835,25.153979049208473,0.8051139220765,KTM RC 250 GP [2018],Moto3
20,Rider,Jakub Kornfeil,2019,0,19,24.212391156524156,0.7719856041040826,24.6855011172721,0.784085490516101,KTM RC 250 GP [2019],Moto3
22,Rider,Efrén Vázquez,2012,1,16,27.66422688610345,1.7330733873176813,26.922372156559483,3.3184602105128804,FTR Honda [2012],Moto3
22,Rider,Efrén Vázquez,2013,0,15,26.913225889627792,1.2566194521315526,27.485005784665887,1.4698545940030077,Mahindra MGP3O [2013],Moto3
22,Rider,Efrén Vázquez,2014,0,18,28.18927101073395,1.0374896429860054,27.729191695088304,1.1405253809669857,Honda [2014],Moto3
